mmp_ID	DB	assembly_accession	bioproject_accession	biosample_accession	genbank_accession	NCBI_refseq_accession	analysis_project_type	sequencing_depth	publication_pmid	ref_biomaterial	tRNAs	rRNA5S	rRNA16S	rRNA23S	GC	contigs	Assembly_length	N50	genomes	markers	marker_sets	zero	one	two	three	four	fivepluss	Completeness	Contamination	Strain_heterogeneity
MMP04534642	MarDB	GCA_001627955.1	PRJNA289734	SAMN04534642	LUQN00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	1	1	0	42.52094674	415	2256676	5941	2258	190	119	48	138	4	0	0	0	68.67	1.05	25
MMP04534643	MarDB	GCA_001627865.1	PRJNA289734	SAMN04534643	LUQO00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	42.84840563	80	3302781	75737	2258	190	119	19	171	0	0	0	0	90.94	0	0
MMP04534644	MarDB	GCA_001627735.1	PRJNA289734	SAMN04534644	LUQP00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	1	0	1	42.81885774	94	3115347	54770	2258	190	119	42	148	0	0	0	0	88.03	0	0
MMP04534645	MarDB	GCA_001627895.1	PRJNA289734	SAMN04534645	LUQQ00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	46.85702394	323	1369530	4193	2258	190	119	74	115	1	0	0	0	51.76	0.84	0
MMP04534646	MarDB	GCA_001627835.1	PRJNA289734	SAMN04534646	LUQR00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	43.00024928	266	3036701	15492	2258	190	119	20	163	7	0	0	0	86.36	2.6	0
MMP04534647	MarDB	GCA_001627845.1	PRJNA289734	SAMN04534647	LUQS00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	3	1	0	1	42.89294697	89	3167234	58318	2258	190	119	12	178	0	0	0	0	91.26	0	0
MMP04534648	MarDB	GCA_001627995.1	PRJNA289734	SAMN04534648	LUQT00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	36.98368926	177	1559647	13422	356	451	270	164	272	14	0	0	1	61.92	4.16	13.79
MMP04534649	MarDB	GCA_001628005.1	PRJNA289734	SAMN04534649	LUQU00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	1	1	37.03148829	107	1672050	34789	356	451	270	109	335	6	0	0	1	68.13	2.31	31.25
MMP04534650	MarDB	GCA_001628075.1	PRJNA289734	SAMN04534650	LUQV00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	38.31507712	364	1702891	4705	1164	275	174	109	149	17	0	0	0	63.4	8.96	5.88
MMP04534651	MarDB	GCA_001628035.1	PRJNA289734	SAMN04534651	LUQW00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	1	0	37.03771597	187	1516546	9629	1164	275	174	71	200	3	1	0	0	75.21	2.3	0
MMP04534652	MarDB	GCA_001628215.1	PRJNA289734	SAMN04534652	LUQX00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	1	0	0	37.16797522	281	1446767	5673	1164	275	174	142	117	16	0	0	0	50.21	8.33	68.75
MMP04534653	MarDB	GCA_001628155.1	PRJNA289734	SAMN04534653	LUQY00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	44.46915955	293	1463792	4886	2231	190	119	83	96	10	1	0	0	56.34	8.68	0
MMP04534654	MarDB	GCA_001628185.1	PRJNA289734	SAMN04534654	LUQZ00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	36.99620115	123	1572056	19596	5449	104	58	21	68	15	0	0	0	83.07	6.58	0
MMP04534682	MarDB	GCA_001629325.1	PRJNA289734	SAMN04534682	LUSB00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	2	1	1	1	38.74853353	129	1166919	13610	1495	261	164	72	187	2	0	0	0	67.34	1.22	50
MMP04534683	MarDB	GCA_001629315.1	PRJNA289734	SAMN04534683	LUSC00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	50.9842636	235	1218576	5372	1493	261	164	99	161	1	0	0	0	55.59	0.61	0
MMP04534684	MarDB	GCA_001629355.1	PRJNA289734	SAMN04534684	LUSD00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	1	0	51.68880682	371	2280397	6774	1495	261	164	77	182	2	0	0	0	70.59	1.22	0
MMP04534685	MarDB	GCA_001629365.1	PRJNA289734	SAMN04534685	LUSE00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	38.78734354	146	1297614	13469	1495	261	164	64	186	10	1	0	0	71.75	4.27	15.38
MMP04534686	MarDB	GCA_001629415.1	PRJNA289734	SAMN04534686	LUSF00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	1	0	52.08399268	348	2483502	8683	1495	261	164	50	208	3	0	0	0	79.63	1.37	0
MMP04534687	MarDB	GCA_001629395.1	PRJNA289734	SAMN04534687	LUSG00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	1	1	0	51.99435562	309	2903419	12212	1495	261	164	27	230	4	0	0	0	86.69	1.93	0
MMP04534688	MarDB	GCA_001629445.1	PRJNA289734	SAMN04534688	LUSH00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	52.01201139	374	2717753	8982	1495	261	164	36	221	4	0	0	0	86.91	2.44	25
MMP04534689	MarDB	GCA_001629515.1	PRJNA289734	SAMN04534689	LUSI00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	52.14184939	345	1414035	4187	1493	261	164	110	147	4	0	0	0	53.59	1.88	25
MMP04534690	MarDB	GCA_001629435.1	PRJNA289734	SAMN04534690	LUSJ00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	1	0	51.9993213	327	1426259	4589	1495	261	164	125	133	3	0	0	0	57.13	1.83	0
MMP04534691	MarDB	GCA_001629475.1	PRJNA289734	SAMN04534691	LUSK00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	1	0	52.29536763	372	1527642	4043	1493	261	164	102	156	3	0	0	0	55.9	1.02	33.33
MMP04534692	MarDB	GCA_001629495.1	PRJNA289734	SAMN04534692	LUSL00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	1	0	51.84214572	340	2308965	8482	1495	261	164	88	169	4	0	0	0	69.87	2.03	0
MMP03741973	MarDB	GCA_001439105.1	PRJNA273799	SAMN03741973	LIBM01000000	missing	Metagenome assembled genome (MAG)	18.0	missing	missing	2	1	0	0	32.78570046	475	1209327	2935	434	278	186	49	221	8	0	0	0	80.92	2.83	62.5
MMP03741997	MarDB	GCA_001438345.1	PRJNA273799	SAMN03741997	LIBW01000000	missing	Metagenome assembled genome (MAG)	65.0	missing	missing	1	0	0	0	29.42745962	323	1276173	5849	83	324	211	23	282	19	0	0	0	91.14	5.86	63.16
MMP03742012	MarDB	GCA_001439525.1	PRJNA273799	SAMN03742012	LICZ01000000	missing	Metagenome assembled genome (MAG)	67.0	missing	missing	1	0	1	1	39.97374069	252	1495090	12018	1164	275	174	39	233	3	0	0	0	81.61	1.44	66.67
MMP02834819	MarDB	GCA_001039595.1	PRJNA251503	SAMN02834819	JNGS01000000	missing	Whole genome sequencing (WGS)	150.0	missing	missing	1	0	0	0	33.34677588	22	500898	27528	5449	104	58	89	15	0	0	0	0	20.69	0	0
MMP04155649	MarDB	GCA_001541335.1	PRJNA298129	SAMN04155649	LMXU00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	4	5	1	6	43.92532942	165	4537317	221494	71	1066	378	1	1060	5	0	0	0	99.87	0.42	0
MMP02866107	MarDB	GCA_001027925.1	PRJNA253007	SAMN02866107	LECT01000000	missing	Whole genome sequencing (WGS)	370.0	missing	missing	2	0	1	1	57.17747404	55	7433201	287837	2921	140	85	1	139	0	0	0	0	99.93	0	0
MMP859881	MarDB	GCA_001151185.1	PRJEB2117	SAMEA859881	CPZP01000000	missing	Whole genome sequencing (WGS)	100	missing	missing	2	2	1	1	47.52594292	58	4727398	170304	212	891	305	1	889	1	0	0	0	99.95	0.04	0
MMP859855	MarDB	GCA_001166725.1	PRJEB2117	SAMEA859855	CQBN01000000	missing	Whole genome sequencing (WGS)	100	missing	missing	1	2	1	1	47.36023304	60	3818804	126850	55	546	224	0	546	0	0	0	0	100	0	0
MMP03801268	MarDB	GCA_001294685.1	PRJNA288498	SAMN03801268	LGOW01000000	missing	Whole genome sequencing (WGS)	13.2	26514763	missing	4	2	1	1	47.17916934	68	2684813	170438	52	693	297	0	691	2	0	0	0	100	0.28	0
MMP03278134	MarDB	GCA_000948985.1	PRJNA271846	SAMN03278134	JYNJ01000000	missing	Whole genome sequencing (WGS)	25.0	25883295	missing	1	2	1	1	48.96575893	284	7710244	62266	52	693	297	7	668	17	1	0	0	98.87	3.98	0
MMP00028746	MarDB	GCA_001463825.1	PRJDB3816	SAMD00028746	BBWN01000000	missing	Whole genome sequencing (WGS)	60	26534993	missing	1	0	1	1	66.7305423	93	4603217	181777	356	414	248	0	411	3	0	0	0	100	0.54	0
MMP3872802	MarDB	GCA_900055185.1	PRJEB12683	SAMEA3872802	FIZX00000000	missing	Whole genome sequencing (WGS)	91	missing	missing	1	10	3	3	48.38057554	108	5607487	1845124	899	312	185	0	307	5	0	0	0	100	0.98	20
MMP03084331	MarDB	GCA_001593005.1	PRJNA262616	SAMN03084331	LQZQ00000000	missing	Whole genome sequencing (WGS)	154.6	missing	missing	2	0	1	1	39.32558164	52	4243717	415057	47	454	336	4	448	2	0	0	0	99.2	0.6	0
MMP03380215	MarDB	GCA_000981685.1	PRJNA276743	SAMN03380215	LAQE01000000	missing	Whole genome sequencing (WGS)	80	missing	missing	1	0	0	0	44.22794609	142	3216550	23889	5449	104	58	64	29	11	0	0	0	59.48	18.1	54.55
MMP03380218	MarDB	GCA_000981635.1	PRJNA276743	SAMN03380218	LAQB01000000	missing	Whole genome sequencing (WGS)	272	missing	missing	1	0	0	0	32.3504858	165	2878439	21707	5449	103	57	52	38	13	0	0	0	76.32	19.3	61.54
MMP03380214	MarDB	GCA_000981725.1	PRJNA276743	SAMN03380214	LAQF01000000	missing	Whole genome sequencing (WGS)	732	missing	missing	2	0	0	0	43.61583347	80	2503279	54375	43	529	233	105	424	0	0	0	0	82.66	0	0
MMP03380216	MarDB	GCA_000981705.1	PRJNA276743	SAMN03380216	LAQD01000000	missing	Whole genome sequencing (WGS)	105	missing	missing	2	1	1	1	47.31858141	61	2806369	70190	67	615	329	89	523	3	0	0	0	83.92	0.56	33.33
MMP03380217	MarDB	GCA_000981645.1	PRJNA276743	SAMN03380217	LAQC01000000	missing	Whole genome sequencing (WGS)	99	missing	missing	6	0	1	1	37.85920069	44	2891733	85204	434	278	186	24	254	0	0	0	0	91.47	0	0
MMP03380219	MarDB	GCA_000981625.1	PRJNA276743	SAMN03380219	LAQA01000000	missing	Whole genome sequencing (WGS)	60	missing	missing	2	0	0	0	30.02932663	71	2371565	37917	53	548	298	117	417	14	0	0	0	83.59	2.9	35.71
MMP04486009	MarDB	GCA_001640305.1	PRJNA311605	SAMN04486009	LTYW00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	4	2	1	1	38.17163986	61	4371503	210845	80	920	366	1	918	1	0	0	0	99.93	0.14	0
MMP04486005	MarDB	GCA_001640315.1	PRJNA311605	SAMN04486005	LTYU00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	1	2	1	1	38.17500497	64	4429098	203945	80	920	366	1	918	1	0	0	0	99.93	0.14	0
MMP04486008	MarDB	GCA_001640325.1	PRJNA311605	SAMN04486008	LTYV00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	1	2	1	1	38.18535665	48	4171807	223630	80	920	366	1	919	0	0	0	0	99.93	0	0
MMP04519653	MarDB	GCA_001640375.1	PRJNA311605	SAMN04519653	LTYX00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	2	3	1	1	38.20412035	37	4128095	212856	80	920	366	1	918	1	0	0	0	99.93	0.27	0
MMP04519655	MarDB	GCA_001640385.1	PRJNA311605	SAMN04519655	LTYY00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	3	2	1	1	38.04636251	78	4537762	193404	80	920	366	1	916	3	0	0	0	99.93	0.48	0
MMP04519656	MarDB	GCA_001640415.1	PRJNA311605	SAMN04519656	LTZA00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	4	2	1	1	38.09121414	42	4309903	207930	80	920	366	1	919	0	0	0	0	99.93	0	0
MMP04519657	MarDB	GCA_001640445.1	PRJNA311605	SAMN04519657	LTZB00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	3	2	1	1	38.17436905	72	4367806	191055	80	920	366	1	918	1	0	0	0	99.93	0.14	0
MMP04519654	MarDB	GCA_001640455.1	PRJNA311605	SAMN04519654	LTYZ00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	1	1	1	1	38.22820046	48	4201763	236032	80	920	366	1	919	0	0	0	0	99.93	0	0
MMP04519658	MarDB	GCA_001640465.1	PRJNA311605	SAMN04519658	LTZC00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	1	2	1	1	38.04768387	72	4542585	200648	80	920	366	1	916	3	0	0	0	99.93	0.48	0
MMP04520026	MarDB	GCA_001640505.1	PRJNA311605	SAMN04520026	LTZD00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	1	2	1	1	38.16303882	32	4161145	221714	80	920	366	1	918	1	0	0	0	99.93	0.27	0
MMP04520027	MarDB	GCA_001640525.1	PRJNA311605	SAMN04520027	LTZE00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	4	0	1	1	38.20538445	33	4118677	261058	80	920	366	1	918	1	0	0	0	99.93	0.27	0
MMP04520028	MarDB	GCA_001640545.1	PRJNA311605	SAMN04520028	LTZF00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	4	2	1	1	38.25363891	37	4092362	221389	80	920	366	1	918	1	0	0	0	99.93	0.27	0
MMP03741957	MarDB	GCA_001437695.1	PRJNA273799	SAMN03741957	LIAW01000000	missing	Metagenome assembled genome (MAG)	86.0	missing	missing	2	0	1	0	44.27904874	433	1043962	2857	455	315	190	109	197	8	1	0	0	58.46	4.87	81.82
MMP03741966	MarDB	GCA_001437905.1	PRJNA273799	SAMN03741966	LIBF01000000	missing	Metagenome assembled genome (MAG)	21.4	missing	missing	1	1	1	0	41.09065227	269	1121385	6724	455	315	190	64	241	9	1	0	0	74.84	3.15	50
MMP03741972	MarDB	GCA_001437955.1	PRJNA273799	SAMN03741972	LIBL01000000	missing	Metagenome assembled genome (MAG)	22.0	missing	missing	2	0	0	0	33.10478908	514	1208228	2723	434	278	186	56	208	13	1	0	0	76.52	3.94	81.25
MMP03742011	MarDB	GCA_001439395.1	PRJNA273799	SAMN03742011	LICX01000000	missing	Metagenome assembled genome (MAG)	85.0	missing	missing	1	1	1	1	39.97789344	360	1509055	6913	1164	275	174	50	219	6	0	0	0	77.59	1.98	0
MMP03742020	MarDB	GCA_001439505.1	PRJNA273799	SAMN03742020	LIDK01000000	missing	Metagenome assembled genome (MAG)	12.5	missing	missing	1	0	1	0	52.76783546	833	1655663	2134	356	451	270	140	301	10	0	0	0	65.07	1.63	40
MMP00028750	MarDB	GCA_001463845.1	PRJDB3816	SAMD00028750	BBWO01000000	missing	Whole genome sequencing (WGS)	79	26534993	missing	1	2	1	1	61.25354833	61	3770083	313774	356	414	248	1	411	2	0	0	0	99.8	0.6	0
MMP04145418	MarDB	GCA_001431365.1	PRJNA297740	SAMN04145418	LKTP01000000	missing	Whole genome sequencing (WGS)	190.0	missing	missing	4	0	2	1	36.89791845	38	3775943	439065	33	496	263	2	492	2	0	0	0	99.43	0.51	0
MMP04382068	MarDB	GCA_001592935.1	PRJNA308522	SAMN04382068	LRDB00000000	missing	Whole genome sequencing (WGS)	177.71	missing	missing	1	0	1	1	40.03775262	53	4189909	392161	47	454	336	5	447	2	0	0	0	98.9	0.6	0
MMP02469785	MarDB	GCA_000195475.2	PRJNA56079	SAMN02469785	AEQS00000000	missing	Whole genome sequencing (WGS)	12.3	21451583	missing	1	2	1	1	45.70199534	255	5513257	42357	71	1067	378	4	1051	12	0	0	0	99.14	1.3	0
MMP04555237	MarDB	GCA_001620325.1	PRJNA315288	SAMN04555237	LWED00000000	missing	Whole genome sequencing (WGS)	34.0	missing	missing	1	6	0	0	46.15744552	91	5167579	143280	26	989	339	2	986	1	0	0	0	99.84	0.15	0
MMP03278135	MarDB	GCA_000948975.1	PRJNA271847	SAMN03278135	JYNI01000000	missing	Whole genome sequencing (WGS)	36.0	25883295	missing	2	4	2	1	47.30444206	132	7420858	127647	52	693	297	2	677	14	0	0	0	99.49	2.83	0
MMP03481072	MarDB	GCA_001441635.1	PRJNA280936	SAMN03481072	LAXI01000000	missing	Whole genome sequencing (WGS)	100	missing	missing	3	1	1	1	64.38081294	122	6063629	200007	46	654	332	3	642	8	1	0	0	99.1	2.1	0
MMP03892176	MarDB	GCA_001307105.1	PRJNA290467	SAMN03892176	LGYN01000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	5	0	0	0	41.34710695	31	3649006	482618	93	711	241	1	709	1	0	0	0	99.59	0.21	0
MMP03891582	MarDB	GCA_001238295.1	PRJNA290424	SAMN03891582	LGXZ01000000	missing	Whole genome sequencing (WGS)	87.0	missing	missing	1	1	1	1	56.79251641	42	4463207	307996	56	582	313	2	579	1	0	0	0	99.57	0.11	0
MMP03996103	MarDB	GCA_001294455.1	PRJNA293018	SAMN03996103	LIKT01000000	missing	Whole genome sequencing (WGS)	73.0	missing	missing	1	1	1	1	58.17973974	101	4709833	130300	32	625	283	1	623	1	0	0	0	99.95	0.35	0
MMP03988207	MarDB	GCA_001419985.1	PRJNA292750	SAMN03988207	LJAL01000000	missing	Whole genome sequencing (WGS)	105.0	missing	missing	4	1	1	1	57.82757398	43	3699257	425756	67	615	329	1	611	2	1	0	0	99.7	0.71	20
MMP03988185	MarDB	GCA_001420005.1	PRJNA292749	SAMN03988185	LJAK01000000	missing	Whole genome sequencing (WGS)	105.0	missing	missing	3	1	1	1	61.95049874	34	3678291	269117	67	617	330	5	608	4	0	0	0	98.69	0.53	0
MMP03978777	MarDB	GCA_001411945.1	PRJNA292480	SAMN03978777	LIGP01000000	missing	Whole genome sequencing (WGS)	52.0	missing	missing	3	1	1	1	57.71736635	18	3719275	678156	67	615	329	1	613	1	0	0	0	99.7	0.08	0
MMP04427046	MarDB	GCA_001634625.1	PRJNA309232	SAMN04427046	LRSE00000000	missing	Whole genome sequencing (WGS)	377.0	missing	missing	1	1	1	1	62.76150314	74	3602539	262101	26	569	293	2	562	5	0	0	0	99.63	0.75	0
MMP02746033	MarDB	GCA_001273715.1	PRJNA245457	SAMN02746033	JOKY01000000	missing	Whole genome sequencing (WGS)	283.3	missing	missing	4	1	0	0	44.50414608	55	5102411	278695	80	922	367	0	918	4	0	0	0	100	0.46	0
MMP03761503	MarDB	GCA_001277155.1	PRJNA285852	SAMN03761503	LEAL01000000	missing	Whole genome sequencing (WGS)	149.5	missing	missing	4	3	3	1	57.40552515	130	3706146	65909	223	860	300	25	827	8	0	0	0	96.15	0.97	50
MMP02929384	MarDB	GCA_000826655.1	PRJNA255844	SAMN02929384	JXJO00000000	missing	Whole genome sequencing (WGS)	640.0	25316694	missing	2	0	1	1	32.49330168	106	3945765	232058	47	571	303	2	567	2	0	0	0	99.5	0.33	0
MMP03480902	MarDB	GCA_001441615.1	PRJNA280930	SAMN03480902	LAXJ01000000	missing	Whole genome sequencing (WGS)	100	missing	missing	4	1	1	1	63.58016035	73	4578349	202657	46	654	332	3	646	5	0	0	0	99.45	1.36	0
MMP03481869	MarDB	GCA_001050375.1	PRJNA281057	SAMN03481869	LAZL01000000	missing	Whole genome sequencing (WGS)	346.0	missing	missing	1	2	1	1	37.88103887	47	4549504	204442	52	693	297	26	662	2	2	1	0	94.45	1.19	0
MMP03468208	MarDB	GCA_001083795.1	PRJNA280805	SAMN03468208	LAVK01000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	1	4	1	1	72.73419542	691	8064388	19693	52	563	281	22	534	7	0	0	0	95.13	1.09	0
MMP00028761	MarDB	GCA_001015055.1	PRJDB3821	SAMD00028761	BBWZ01000000	missing	Whole genome sequencing (WGS)	90	26021921	missing	3	0	1	1	44.53825184	136	5693819	116063	46	481	186	10	450	19	1	1	0	96.64	5.9	0
MMP03480690	MarDB	GCA_001010945.1	PRJNA280925	SAMN03480690	LBHB01000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	5	1	1	1	67.17055461	22	2887217	1064700	26	569	293	3	566	0	0	0	0	99.54	0	0
MMP04395152	MarDB	GCA_001632745.1	PRJNA308409	SAMN04395152	LQRT00000000	missing	Whole genome sequencing (WGS)	241.0	missing	missing	1	0	0	1	35.92567628	28	5345320	410840	33	496	263	1	493	2	0	0	0	99.62	0.46	0
MMP04386405	MarDB	GCA_001641205.1	PRJNA309720	SAMN04386405	LSMX00000000	missing	Whole genome sequencing (WGS)	120	missing	missing	1	1	0	0	26.54363921	5	785028	261967	108	228	133	16	211	1	0	0	0	91.6	0.75	0
MMP04386406	MarDB	GCA_001641225.1	PRJNA309720	SAMN04386406	LSMY00000000	missing	Whole genome sequencing (WGS)	60	missing	missing	18	1	0	0	28.34488118	4	698687	199842	108	228	133	16	210	2	0	0	0	92.32	1.5	0
MMP03741992	MarDB	GCA_001438045.1	PRJNA273799	SAMN03741992	LIBR01000000	missing	Metagenome assembled genome (MAG)	15.6	missing	missing	1	0	1	0	50.53333138	796	2112290	3112	84	568	330	149	408	11	0	0	0	70.84	2.14	18.18
MMP03741958	MarDB	GCA_001439035.1	PRJNA273799	SAMN03741958	LIAX01000000	missing	Metagenome assembled genome (MAG)	16.0	missing	missing	1	0	0	1	44.35021093	322	979011	3859	455	315	190	85	224	6	0	0	0	67.27	1.63	83.33
MMP03741969	MarDB	GCA_001437935.1	PRJNA273799	SAMN03741969	LIBK01000000	missing	Metagenome assembled genome (MAG)	12.0	26667648	missing	1	1	1	0	51.19707587	559	1205146	2397	901	171	117	46	120	5	0	0	0	66.32	1.74	40
MMP03741977	MarDB	GCA_001438125.1	PRJNA273799	SAMN03741977	LICC01000000	missing	Metagenome assembled genome (MAG)	22.0	missing	missing	1	0	0	0	44.13176537	109	1915952	28212	33	496	263	32	457	7	0	0	0	93.58	1.08	14.29
MMP03741980	MarDB	GCA_001438175.1	PRJNA273799	SAMN03741980	LICF01000000	missing	Metagenome assembled genome (MAG)	24.0	missing	missing	1	0	1	0	49.0147216	60	1723930	49384	434	278	186	10	268	0	0	0	0	95.43	0	0
MMP03741983	MarDB	GCA_001439205.1	PRJNA273799	SAMN03741983	LICI01000000	missing	Metagenome assembled genome (MAG)	13.0	missing	missing	2	0	0	0	30.0003107	518	1480519	3426	525	208	136	21	183	4	0	0	0	87.13	2.94	25
MMP03742017	MarDB	GCA_001438085.1	PRJNA273799	SAMN03742017	LICA01000000	missing	Metagenome assembled genome (MAG)	11.0	missing	missing	1	0	0	0	45.98041863	743	1907426	2986	356	451	270	71	375	5	0	0	0	82.89	1.07	40
MMP03571530	MarDB	GCA_001413955.1	PRJNA282771	SAMN03571530	LCTZ01000000	missing	Whole genome sequencing (WGS)	189.9	missing	missing	40	2	2	2	37.84877546	2	4132280	4118402	47	571	303	2	561	7	1	0	0	99.34	1.71	70
MMP04318430	MarDB	GCA_001469965.1	PRJNA305178	SAMN04318430	LOPX01000000	missing	Whole genome sequencing (WGS)	12.0	missing	missing	2	1	1	1	66.19214909	18	2292856	286963	1164	275	174	0	275	0	0	0	0	100	0	0
MMP04318431	MarDB	GCA_001469895.1	PRJNA305180	SAMN04318431	LOPY01000000	missing	Whole genome sequencing (WGS)	12.0	missing	missing	1	0	2	1	41.24287994	64	4535950	229111	26	752	296	0	748	4	0	0	0	100	0.59	0
MMP04318432	MarDB	GCA_001469885.1	PRJNA305181	SAMN04318432	LOPZ01000000	missing	Whole genome sequencing (WGS)	12.0	missing	missing	1	0	2	3	52.82209195	225	6152033	143196	5656	56	24	0	0	56	0	0	0	100	100	1.79
MMP03741967	MarDB	GCA_001437755.1	PRJNA273799	SAMN03741967	LIBG01000000	missing	Metagenome assembled genome (MAG)	14.5	missing	missing	1	1	0	1	40.82362622	274	924838	4625	488	310	185	69	236	5	0	0	0	72.68	2.7	40
MMP03742013	MarDB	GCA_001438495.1	PRJNA273799	SAMN03742013	LIDA01000000	missing	Metagenome assembled genome (MAG)	35.0	missing	missing	1	0	1	1	39.97374069	252	1495090	12018	1164	275	174	39	233	3	0	0	0	81.61	1.44	66.67
MMP03396706	MarDB	GCA_001006285.1	PRJNA277794	SAMN03396706	LBBT01000000	missing	Whole genome sequencing (WGS)	100.0	26067979	missing	2	12	8	3	28.25180394	368	3555958	18784	304	250	143	1	234	15	0	0	0	99.3	6.99	80
MMP03104878	MarDB	GCA_000788855.1	PRJNA263670	SAMN03104878	JSTK00000000	missing	Whole genome sequencing (WGS)	75.0	missing	missing	2	1	1	1	47.48824031	126	4014776	146730	67	1130	369	3	1126	1	0	0	0	99.84	0.03	0
MMP02250939	MarDB	GCA_001625575.1	PRJNA213497	SAMN02250939	AUXV00000000	missing	Whole genome sequencing (WGS)	100.0	missing	missing	1	1	1	1	42.24834667	73	5943604	265599	26	752	296	0	749	3	0	0	0	100	0.39	0
MMP03177400	MarDB	GCA_000812565.1	PRJNA267023	SAMN03177400	JTAM00000000	missing	Whole genome sequencing (WGS)	142.0	missing	missing	7	0	1	0	34.86655565	214	8065498	102426	47	454	336	5	440	7	2	0	0	98.51	1.77	0
MMP03351980	MarDB	GCA_000948415.1	PRJNA275638	SAMN03351980	JYII01000000	missing	Whole genome sequencing (WGS)	200.0	25977412	missing	2	5	1	1	54.90824353	22	4269400	438234	63	336	201	0	336	0	0	0	0	100	0	0
MMP03323934	MarDB	GCA_000967575.1	PRJNA242743	SAMN03323934	JXXX01000000	missing	Whole genome sequencing (WGS)	101.0	25776698	missing	2	0	1	1	43.29144182	205	5203362	50806	26	752	296	1	748	3	0	0	0	99.89	0.56	0
MMP03165200	MarDB	GCA_001466305.1	PRJNA266253	SAMN03165200	JWID01000000	missing	Whole genome sequencing (WGS)	574.0	26590273	missing	2	0	1	0	27.62713446	76	2539812	128534	172	263	149	3	257	3	0	0	0	97.99	1.57	0
